seg_id	seg_chrom	seg_start	seg_end	seg_name	seg_strand	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_readcount
chr8:129158050-129158150	chr8	129158050	129158150	L1PA2_dup2659	.	10	116	12	0.07936507936507936	21	98	27	13	0.784	21	5	162	12	0.029940119760479042	27	150	17	12	0.8982035928143712	27	15	333	19	0.04310344827586207	54	329	19	19	0.9454022988505747	54
chr8:135259102-135259202	chr8	135259102	135259202	L1PA2_dup2664	.	5	88	6	0.053763440860215055	17	73	21	5	0.776595744680851	17	11	118	7	0.08527131782945736	23	102	28	6	0.7846153846153846	23	4	167	18	0.023391812865497075	33	149	19	21	0.8869047619047619	33
chr8:136196122-136196222	chr8	136196122	136196222	L1PA2_dup2665	.	2	34	3	0.05555555555555555	20	28	8	3	0.7777777777777778	20	1	26	2	0.037037037037037035	21	25	2	2	0.9259259259259259	21	3	66	13	0.043478260869565216	43	63	6	13	0.9130434782608695	43
chr9:100527229-100527329	chr9	100527229	100527329	L1PA2_dup2680	.	3	103	16	0.02830188679245283	26	97	9	16	0.9150943396226415	26	7	87	4	0.07446808510638298	20	83	11	4	0.8829787234042553	20	2	193	13	0.010256410256410256	44	191	5	12	0.9744897959183674	44
chr9:1223882-1223982	chr9	1223882	1223982	L1PA2_dup2681	.	4	70	3	0.05405405405405406	18	65	8	4	0.8904109589041096	18	5	49	8	0.09259259259259259	16	42	12	8	0.7777777777777778	16	7	235	5	0.028925619834710745	57	221	18	8	0.9246861924686193	57
chr1:48150126-48150226	chr1	48150126	48150226	L1PA2_dup27	.	3	68	7	0.04225352112676056	14	56	15	7	0.7887323943661971	14	5	80	4	0.058823529411764705	16	71	14	4	0.8352941176470589	16	11	242	19	0.043478260869565216	47	236	12	24	0.9516129032258065	47
chr9:13037884-13037984	chr9	13037884	13037984	L1PA2_dup2704	.	2	84	8	0.023255813953488372	16	83	5	6	0.9431818181818182	16	11	125	8	0.08088235294117647	24	119	18	7	0.8686131386861314	24	5	271	25	0.018115942028985508	53	268	6	27	0.9781021897810219	53
chr9:14663996-14664096	chr9	14663996	14664096	L1PA2_dup2705	.	33	110	10	0.23076923076923078	26	92	51	10	0.6433566433566433	26	8	52	5	0.13333333333333333	11	47	13	5	0.7833333333333333	11	8	239	18	0.032388663967611336	45	234	11	20	0.9551020408163265	45
chr9:17290934-17291034	chr9	17290934	17291034	L1PA2_dup2709	.	11	47	6	0.1896551724137931	18	40	18	6	0.6896551724137931	18	15	68	11	0.18072289156626506	24	54	29	11	0.6506024096385542	24	8	167	19	0.045714285714285714	51	155	18	21	0.8959537572254336	51
chr9:19542130-19542230	chr9	19542130	19542230	L1PA2_dup2720	.	14	128	10	0.09859154929577464	26	120	21	11	0.851063829787234	26	21	140	11	0.13043478260869565	29	129	32	11	0.8012422360248447	29	5	206	13	0.023696682464454975	40	197	11	16	0.9471153846153846	40
chr9:22354759-22354859	chr9	22354759	22354859	L1PA2_dup2724	.	11	94	5	0.10476190476190476	16	86	20	4	0.8113207547169812	16	7	96	11	0.06796116504854369	17	91	11	12	0.8921568627450981	17	14	360	36	0.0374331550802139	61	351	20	39	0.9460916442048517	61
chr9:24580464-24580564	chr9	24580464	24580564	L1PA2_dup2729	.	6	66	3	0.08333333333333333	27	51	20	4	0.7183098591549296	27	7	52	8	0.11864406779661017	23	47	12	8	0.7966101694915254	23	7	149	9	0.04487179487179487	58	138	16	11	0.8961038961038961	58
chr9:27690520-27690620	chr9	27690520	27690620	L1PA2_dup2732	.	11	60	4	0.15492957746478872	14	20	51	4	0.28169014084507044	14	16	82	6	0.16326530612244897	18	63	35	6	0.6428571428571429	18	11	221	26	0.04741379310344827	46	150	83	25	0.6437768240343348	46
chr9:28348135-28348235	chr9	28348135	28348235	L1PA2_dup2734	.	0	70	3	0.0	17	69	0	4	1.0	17	3	89	3	0.03260869565217391	20	88	4	3	0.9565217391304348	20	0	182	9	0.0	43	182	0	9	1.0	43
chr9:69477108-69477208	chr9	69477108	69477208	L1PA2_dup2786	.	9	90	10	0.09090909090909091	28	55	42	12	0.5670103092783505	28	7	60	8	0.1044776119402985	19	52	15	8	0.7761194029850746	19	5	194	18	0.02512562814070352	51	179	21	17	0.895	51
chr9:69506052-69506152	chr9	69506052	69506152	L1PA2_dup2787	.	15	103	7	0.1271186440677966	26	94	22	9	0.8103448275862069	26	6	111	7	0.05128205128205128	26	102	15	7	0.8717948717948718	26	5	180	20	0.02702702702702703	43	174	8	23	0.9560439560439561	43
chr9:70204981-70205081	chr9	70204981	70205081	L1PA2_dup2791	.	4	109	8	0.035398230088495575	26	83	29	9	0.7410714285714286	26	5	66	1	0.07042253521126761	15	63	8	1	0.8873239436619719	15	8	182	8	0.042105263157894736	43	180	8	10	0.9574468085106383	43
chr9:74424275-74424375	chr9	74424275	74424375	L1PA2_dup2794	.	8	75	12	0.0963855421686747	16	69	13	13	0.8414634146341463	16	2	72	2	0.02702702702702703	13	68	6	2	0.918918918918919	13	6	258	27	0.022727272727272728	52	253	10	28	0.9619771863117871	52
chr9:76670039-76670139	chr9	76670039	76670139	L1PA2_dup2796	.	0	45	1	0.0	12	40	5	1	0.8888888888888888	12	1	55	4	0.017857142857142856	15	50	6	4	0.8928571428571429	15	2	171	12	0.011560693641618497	48	170	4	11	0.9770114942528736	48
chr9:82775274-82775374	chr9	82775274	82775374	L1PA2_dup2810	.	0	75	7	0.0	18	73	1	8	0.9864864864864865	18	0	38	7	0.0	11	38	0	7	1.0	11	3	210	7	0.014084507042253521	46	206	5	9	0.976303317535545	46
chr9:83228849-83228949	chr9	83228849	83228949	L1PA2_dup2811	.	7	107	14	0.06140350877192982	22	90	24	14	0.7894736842105263	22	13	89	15	0.12745098039215685	20	65	36	16	0.6435643564356436	20	9	193	33	0.04455445544554455	42	184	16	35	0.92	42
chr9:86157089-86157189	chr9	86157089	86157189	L1PA2_dup2819	.	3	96	5	0.030303030303030304	22	93	7	4	0.93	22	6	68	11	0.08108108108108109	17	62	12	11	0.8378378378378378	17	4	195	20	0.020100502512562814	46	182	13	24	0.9333333333333333	46
chr9:86611954-86612054	chr9	86611954	86612054	L1PA2_dup2820	.	19	106	6	0.152	17	80	46	5	0.6349206349206349	17	26	168	17	0.13402061855670103	28	91	103	17	0.4690721649484536	28	15	375	32	0.038461538461538464	56	337	51	34	0.8685567010309279	56
chr9:94095003-94095103	chr9	94095003	94095103	L1PA2_dup2825	.	14	57	8	0.19718309859154928	14	52	20	7	0.7222222222222222	14	20	86	5	0.18867924528301888	19	71	34	6	0.6761904761904762	19	20	263	37	0.0706713780918728	56	224	63	33	0.7804878048780488	56
chr9:97586931-97587031	chr9	97586931	97587031	L1PA2_dup2826	.	1	60	4	0.01639344262295082	13	58	2	5	0.9666666666666667	13	9	97	7	0.08490566037735849	26	92	14	7	0.8679245283018868	26	3	223	19	0.01327433628318584	50	215	8	22	0.9641255605381166	50
chr9:100690714-100690814	chr9	100690714	100690814	L1PA2_dup2829	.	3	85	2	0.03409090909090909	23	78	9	3	0.896551724137931	23	5	39	4	0.11363636363636363	13	37	6	5	0.8604651162790697	13	12	217	19	0.05240174672489083	65	209	18	21	0.920704845814978	65
chr9:105582092-105582192	chr9	105582092	105582192	L1PA2_dup2843	.	10	114	12	0.08064516129032258	24	96	27	13	0.7804878048780488	24	12	113	9	0.096	23	98	25	11	0.7967479674796748	23	21	294	29	0.06666666666666667	60	269	46	29	0.8539682539682539	60
chr9:105782978-105783078	chr9	105782978	105783078	L1PA2_dup2847	.	2	16	4	0.1111111111111111	22	13	6	3	0.6842105263157895	22	1	13	0	0.07142857142857142	14	9	5	0	0.6428571428571429	14	0	49	5	0.0	54	46	0	8	1.0	54
chr9:108501092-108501192	chr9	108501092	108501192	L1PA2_dup2852	.	4	55	6	0.06779661016949153	14	51	8	6	0.864406779661017	14	5	63	2	0.07352941176470588	14	61	7	2	0.8970588235294118	14	12	202	21	0.056074766355140186	50	192	20	23	0.9056603773584906	50
chr9:117071936-117072036	chr9	117071936	117072036	L1PA2_dup2860	.	11	52	6	0.1746031746031746	18	26	36	7	0.41935483870967744	18	4	51	5	0.07272727272727272	16	27	28	5	0.4909090909090909	16	18	144	19	0.1111111111111111	48	86	76	19	0.5308641975308642	48
chr9:119169117-119169217	chr9	119169117	119169217	L1PA2_dup2863	.	3	76	6	0.0379746835443038	18	37	43	5	0.4625	18	9	60	2	0.13043478260869565	15	28	39	4	0.417910447761194	15	14	236	28	0.056	59	119	131	28	0.476	59
chr9:119627250-119627350	chr9	119627250	119627350	L1PA2_dup2864	.	12	48	12	0.2	14	40	23	9	0.6349206349206349	14	12	126	10	0.08695652173913043	26	104	33	11	0.7591240875912408	26	7	262	32	0.026022304832713755	52	248	21	32	0.9219330855018587	52
chr9:120055236-120055336	chr9	120055236	120055336	L1PA2_dup2866	.	8	88	5	0.08333333333333333	17	79	17	5	0.8229166666666666	17	14	100	7	0.12280701754385964	22	94	20	7	0.8245614035087719	22	16	354	16	0.043243243243243246	66	347	20	19	0.9455040871934605	66
chrX:88207886-88207986	chrX	88207886	88207986	L1PA2_dup2874	.	1	71	7	0.013888888888888888	20	69	2	8	0.971830985915493	20	1	26	1	0.037037037037037035	7	26	1	1	0.9629629629629629	7	1	116	10	0.008547008547008548	32	111	4	12	0.9652173913043478	32
chrX:112718610-112718710	chrX	112718610	112718710	L1PA2_dup2876	.	0	57	3	0.0	9	40	18	2	0.6896551724137931	9	3	47	9	0.06	9	15	37	7	0.28846153846153844	9	3	236	15	0.012552301255230125	40	195	44	15	0.8158995815899581	40
chr1:207730467-207730567	chr1	207730467	207730567	L1PA2_dup290	.	7	107	15	0.06140350877192982	26	106	9	14	0.9217391304347826	26	5	117	11	0.040983606557377046	27	114	8	11	0.9344262295081968	27	6	166	12	0.03488372093023256	38	164	8	12	0.9534883720930233	38
chrX:17348412-17348512	chrX	17348412	17348512	L1PA2_dup2903	.	0	65	6	0.0	16	64	2	5	0.9696969696969697	16	3	36	5	0.07692307692307693	9	30	9	5	0.7692307692307693	9	4	171	8	0.022857142857142857	39	152	20	11	0.8837209302325582	39
chrX:19946196-19946296	chrX	19946196	19946296	L1PA2_dup2909	.	3	100	11	0.02912621359223301	17	90	12	12	0.8823529411764706	17	2	48	1	0.04	8	47	3	1	0.94	8	5	346	27	0.014245014245014245	58	341	7	30	0.9798850574712644	58
chrX:36471117-36471217	chrX	36471117	36471217	L1PA2_dup2938	.	11	91	11	0.10784313725490197	24	90	12	11	0.8823529411764706	24	6	44	0	0.12	10	36	14	0	0.72	10	3	184	9	0.016042780748663103	41	177	9	10	0.9516129032258065	41
chrX:42430790-42430890	chrX	42430790	42430890	L1PA2_dup2940	.	10	90	3	0.1	21	82	18	3	0.82	21	3	57	3	0.05	13	53	7	3	0.8833333333333333	13	5	179	22	0.02717391304347826	43	176	8	22	0.9565217391304348	43
chrX:42888371-42888471	chrX	42888371	42888471	L1PA2_dup2942	.	4	128	8	0.030303030303030304	25	120	11	9	0.916030534351145	25	5	41	3	0.10869565217391304	9	37	8	4	0.8222222222222222	9	11	240	19	0.043824701195219126	50	231	18	21	0.927710843373494	50
chrX:47789597-47789697	chrX	47789597	47789697	L1PA2_dup2950	.	3	121	3	0.024193548387096774	26	114	9	4	0.926829268292683	26	3	84	2	0.034482758620689655	18	80	7	2	0.9195402298850575	18	1	214	8	0.004651162790697674	46	205	10	8	0.9534883720930233	46
chrX:50060144-50060244	chrX	50060144	50060244	L1PA2_dup2969	.	6	47	0	0.11320754716981132	9	41	11	1	0.7884615384615384	9	1	40	1	0.024390243902439025	7	26	14	2	0.65	7	5	243	21	0.020161290322580645	48	223	22	24	0.9102040816326531	48
chrX:52222106-52222206	chrX	52222106	52222206	L1PA2_dup2976	.	0	44	3	0.0	10	38	6	3	0.8636363636363636	10	4	29	0	0.12121212121212122	7	26	7	0	0.7878787878787878	7	2	212	8	0.009345794392523364	46	198	13	11	0.9383886255924171	46
chrX:57629389-57629489	chrX	57629389	57629489	L1PA2_dup2988	.	0	59	3	0.0	16	54	4	4	0.9310344827586207	16	0	20	0	0.0	5	20	0	0	1.0	5	1	146	4	0.006802721088435374	39	132	13	6	0.9103448275862069	39
chr1:88341843-88341943	chr1	88341843	88341943	L1PA2_dup3	.	2	72	6	0.02702702702702703	20	59	14	7	0.8082191780821918	20	8	45	3	0.1509433962264151	14	43	10	3	0.8113207547169812	14	4	135	6	0.02877697841726619	37	132	6	7	0.9565217391304348	37
chrX:63603123-63603223	chrX	63603123	63603223	L1PA2_dup3002	.	2	82	7	0.023809523809523808	25	76	8	7	0.9047619047619048	25	0	25	3	0.0	7	23	1	4	0.9583333333333334	7	0	144	5	0.0	39	137	7	5	0.9513888888888888	39
chrX:64302491-64302591	chrX	64302491	64302591	L1PA2_dup3003	.	2	124	5	0.015873015873015872	22	121	4	6	0.968	22	0	33	2	0.0	6	30	2	3	0.9375	6	6	296	31	0.019867549668874173	59	277	18	38	0.9389830508474576	59
chr1:217696423-217696523	chr1	217696423	217696523	L1PA2_dup302	.	1	59	6	0.016666666666666666	14	57	3	6	0.95	14	14	137	7	0.09271523178807947	33	135	16	7	0.8940397350993378	33	5	230	9	0.02127659574468085	50	226	10	8	0.9576271186440678	50
chrX:66930774-66930874	chrX	66930774	66930874	L1PA2_dup3020	.	8	72	8	0.1	23	63	17	8	0.7875	23	3	15	2	0.16666666666666666	5	15	4	1	0.7894736842105263	5	3	155	7	0.0189873417721519	42	146	11	8	0.9299363057324841	42
chrX:67066034-67066134	chrX	67066034	67066134	L1PA2_dup3022	.	0	13	1	0.0	14	12	1	1	0.9230769230769231	14	0	6	0	0.0	6	6	0	0	1.0	6	0	42	1	0.0	43	36	6	1	0.8571428571428571	43
chrX:68216916-68217016	chrX	68216916	68217016	L1PA2_dup3027	.	5	89	8	0.05319148936170213	16	80	14	8	0.851063829787234	16	3	55	3	0.05172413793103448	9	54	3	4	0.9473684210526315	9	2	312	20	0.006369426751592357	49	299	14	21	0.9552715654952076	49
chrX:74794900-74795000	chrX	74794900	74795000	L1PA2_dup3042	.	1	46	4	0.02127659574468085	17	42	4	5	0.9130434782608695	17	1	28	1	0.034482758620689655	10	24	5	1	0.8275862068965517	10	1	86	4	0.011494252873563218	33	75	11	5	0.872093023255814	33
chrX:76583882-76583982	chrX	76583882	76583982	L1PA2_dup3062	.	0	20	8	0.0	14	15	5	8	0.75	14	0	21	5	0.0	13	21	0	5	1.0	13	0	77	6	0.0	42	55	22	6	0.7142857142857143	42
chrX:76725945-76726045	chrX	76725945	76726045	L1PA2_dup3065	.	0	39	2	0.0	23	31	7	3	0.8157894736842105	23	0	14	0	0.0	7	12	2	0	0.8571428571428571	7	1	59	1	0.016666666666666666	34	49	11	1	0.8166666666666667	34
chr1:223401457-223401557	chr1	223401457	223401557	L1PA2_dup307	.	15	53	12	0.22058823529411764	17	47	21	12	0.6911764705882353	17	26	140	20	0.1566265060240964	38	119	46	21	0.7212121212121212	38	10	188	15	0.050505050505050504	44	176	21	16	0.8934010152284264	44
chrX:79771525-79771625	chrX	79771525	79771625	L1PA2_dup3078	.	8	118	10	0.06349206349206349	28	107	20	9	0.84251968503937	28	1	19	4	0.05	6	17	3	4	0.85	6	4	177	16	0.022099447513812154	41	166	10	21	0.9431818181818182	41
chrX:79926800-79926900	chrX	79926800	79926900	L1PA2_dup3080	.	3	110	7	0.02654867256637168	21	102	11	7	0.9026548672566371	21	7	61	4	0.10294117647058823	12	58	10	4	0.8529411764705882	12	1	215	17	0.004629629629629629	43	197	16	20	0.9248826291079812	43
chrX:93939742-93939842	chrX	93939742	93939842	L1PA2_dup3110	.	0	94	9	0.0	18	91	3	9	0.9680851063829787	18	1	44	2	0.022222222222222223	10	40	4	3	0.9090909090909091	10	13	253	25	0.04887218045112782	50	251	17	23	0.9365671641791045	50
chrX:98430257-98430357	chrX	98430257	98430357	L1PA2_dup3117	.	0	23	3	0.0	13	23	0	3	1.0	13	0	26	0	0.0	13	26	0	0	1.0	13	2	101	2	0.019417475728155338	54	92	11	2	0.8932038834951457	54
chrX:98693414-98693514	chrX	98693414	98693514	L1PA2_dup3118	.	5	110	11	0.043478260869565216	22	106	9	11	0.9217391304347826	22	4	114	6	0.03389830508474576	21	107	11	6	0.9067796610169492	21	1	285	22	0.0034965034965034965	54	267	20	21	0.9303135888501742	54
chrX:103897437-103897537	chrX	103897437	103897537	L1PA2_dup3136	.	0	0	0	NaN	0	0	0	0	NaN	0	3	81	4	0.03571428571428571	11	77	7	4	0.9166666666666666	11	0	0	0	NaN	0	0	0	0	NaN	0
chrX:104032802-104032902	chrX	104032802	104032902	L1PA2_dup3137	.	7	123	10	0.05384615384615385	24	106	24	10	0.8153846153846154	24	7	46	4	0.1320754716981132	10	41	13	3	0.7592592592592593	10	3	298	15	0.009966777408637873	55	276	24	16	0.92	55
chrX:104678022-104678122	chrX	104678022	104678122	L1PA2_dup3140	.	3	50	2	0.05660377358490566	19	42	13	0	0.7636363636363637	19	1	20	3	0.047619047619047616	8	19	2	3	0.9047619047619048	8	0	126	6	0.0	48	112	14	6	0.8888888888888888	48
chrX:107155768-107155868	chrX	107155768	107155868	L1PA2_dup3159	.	4	82	2	0.046511627906976744	18	22	65	1	0.25287356321839083	18	2	45	1	0.0425531914893617	10	7	40	1	0.14893617021276595	10	3	148	9	0.019867549668874173	33	84	67	9	0.5562913907284768	33
chrX:107364337-107364437	chrX	107364337	107364437	L1PA2_dup3160	.	16	129	18	0.1103448275862069	24	121	24	18	0.8344827586206897	24	3	59	10	0.04838709677419355	11	49	14	9	0.7777777777777778	11	22	234	17	0.0859375	45	221	35	17	0.86328125	45
chrX:109113308-109113408	chrX	109113308	109113408	L1PA2_dup3162	.	2	54	0	0.03571428571428571	19	47	9	0	0.8392857142857143	19	0	26	1	0.0	9	26	0	1	1.0	9	0	150	6	0.0	53	141	8	7	0.9463087248322147	53
chrX:110822673-110822773	chrX	110822673	110822773	L1PA2_dup3167	.	2	73	1	0.02666666666666667	19	69	5	2	0.9324324324324325	19	1	38	1	0.02564102564102564	10	37	2	1	0.9487179487179487	10	2	167	9	0.011834319526627219	46	164	2	12	0.9879518072289156	46
chrX:113343753-113343853	chrX	113343753	113343853	L1PA2_dup3174	.	2	74	4	0.02631578947368421	20	73	3	4	0.9605263157894737	20	0	18	1	0.0	5	18	0	1	1.0	5	3	179	14	0.016483516483516484	51	174	8	14	0.9560439560439561	51
chrX:114726431-114726531	chrX	114726431	114726531	L1PA2_dup3178	.	1	152	13	0.006535947712418301	28	150	3	13	0.9803921568627451	28	3	44	6	0.06382978723404255	9	44	4	5	0.9166666666666666	9	1	190	12	0.005235602094240838	36	188	2	13	0.9894736842105263	36
chrX:117879923-117880023	chrX	117879923	117880023	L1PA2_dup3187	.	1	37	8	0.02631578947368421	17	37	1	8	0.9736842105263158	17	0	14	1	0.0	5	13	1	1	0.9285714285714286	5	3	151	9	0.01948051948051948	56	140	14	9	0.9090909090909091	56
chrX:126191152-126191252	chrX	126191152	126191252	L1PA2_dup3202	.	2	128	7	0.015384615384615385	24	118	11	8	0.9147286821705426	24	0	34	1	0.0	6	34	0	1	1.0	6	1	253	24	0.003937007874015748	50	217	32	29	0.8714859437751004	50
chrX:127122629-127122729	chrX	127122629	127122729	L1PA2_dup3209	.	1	77	6	0.01282051282051282	17	75	3	6	0.9615384615384616	17	5	44	6	0.10204081632653061	11	42	7	6	0.8571428571428571	11	1	227	20	0.0043859649122807015	51	218	10	20	0.956140350877193	51
chrX:129044338-129044438	chrX	129044338	129044438	L1PA2_dup3215	.	5	109	14	0.043859649122807015	22	100	14	14	0.8771929824561403	22	0	50	3	0.0	9	50	0	3	1.0	9	5	245	29	0.02	50	230	20	29	0.92	50
chrX:130958932-130959032	chrX	130958932	130959032	L1PA2_dup3221	.	4	91	3	0.042105263157894736	21	9	87	2	0.09375	21	0	62	0	0.0	13	2	59	1	0.03278688524590164	13	12	243	12	0.047058823529411764	55	46	210	11	0.1796875	55
chrX:131158193-131158293	chrX	131158193	131158293	L1PA2_dup3223	.	2	39	0	0.04878048780487805	14	3	37	1	0.075	14	1	19	1	0.05	7	2	19	0	0.09523809523809523	7	7	135	12	0.04929577464788732	56	29	115	10	0.2013888888888889	56
chrX:131251474-131251574	chrX	131251474	131251574	L1PA2_dup3224	.	11	63	9	0.14864864864864866	16	58	15	10	0.7945205479452054	16	6	50	10	0.10714285714285714	11	48	8	10	0.8571428571428571	11	3	326	30	0.00911854103343465	62	319	7	33	0.9785276073619632	62
chrX:131578681-131578781	chrX	131578681	131578781	L1PA2_dup3226	.	7	118	10	0.056	21	79	43	13	0.6475409836065574	21	4	22	1	0.15384615384615385	4	9	17	1	0.34615384615384615	4	4	235	11	0.016736401673640166	37	214	21	15	0.9106382978723404	37
chrX:132162058-132162158	chrX	132162058	132162158	L1PA2_dup3232	.	16	79	8	0.16842105263157894	23	35	60	8	0.3684210526315789	23	7	58	6	0.1076923076923077	15	29	36	6	0.4461538461538462	15	12	128	24	0.08571428571428572	35	104	39	21	0.7272727272727273	35
chr1:248172489-248172589	chr1	248172489	248172589	L1PA2_dup324	.	1	46	0	0.02127659574468085	16	37	10	0	0.7872340425531915	16	0	40	2	0.0	14	34	6	2	0.85	14	1	109	11	0.00909090909090909	41	85	27	9	0.7589285714285714	41
chr2:149945266-149945366	chr2	149945266	149945366	L1PA2_dup326	.	7	73	5	0.0875	16	64	16	5	0.8	16	9	99	10	0.08333333333333333	20	95	12	11	0.8878504672897196	20	6	200	19	0.02912621359223301	43	199	6	20	0.9707317073170731	43
chrX:152241928-152242028	chrX	152241928	152242028	L1PA2_dup3283	.	2	87	1	0.02247191011235955	15	74	15	1	0.8314606741573034	15	2	73	3	0.02666666666666667	13	72	3	3	0.96	13	5	297	18	0.016556291390728478	55	275	27	18	0.9105960264900662	55
chrX:155305501-155305601	chrX	155305501	155305601	L1PA2_dup3292	.	0	58	5	0.0	14	54	5	4	0.9152542372881356	14	1	39	3	0.025	9	36	4	3	0.9	9	1	177	15	0.0056179775280898875	41	167	7	19	0.9597701149425287	41
chr1:49881075-49881175	chr1	49881075	49881175	L1PA2_dup33	.	0	44	3	0.0	12	43	1	3	0.9772727272727273	12	1	73	2	0.013513513513513514	19	69	5	2	0.9324324324324325	19	0	189	10	0.0	51	181	7	11	0.9627659574468085	51
chr2:204997006-204997106	chr2	204997006	204997106	L1PA2_dup330	.	14	78	9	0.15217391304347827	17	72	19	10	0.7912087912087912	17	22	129	12	0.1456953642384106	28	122	28	13	0.8133333333333334	28	13	310	13	0.04024767801857585	58	287	31	18	0.9025157232704403	58
chrY:7160033-7160133	chrY	7160033	7160133	L1PA2_dup3301	.	0	0	0	NaN	0	0	0	0	NaN	0	2	22	0	0.08333333333333333	8	22	2	0	0.9166666666666666	8	0	0	0	NaN	0	0	0	0	NaN	0
chrY:13185015-13185115	chrY	13185015	13185115	L1PA2_dup3321	.	0	0	0	NaN	0	0	0	0	NaN	0	3	54	1	0.05263157894736842	10	54	3	1	0.9473684210526315	10	0	0	0	NaN	0	0	0	0	NaN	0
chrY:13776633-13776733	chrY	13776633	13776733	L1PA2_dup3323	.	0	0	0	NaN	0	0	0	0	NaN	0	0	37	3	0.0	8	37	0	3	1.0	8	0	0	0	NaN	0	0	0	0	NaN	0
chrY:17066863-17066963	chrY	17066863	17066963	L1PA2_dup3334	.	0	0	0	NaN	0	0	0	0	NaN	0	1	28	1	0.034482758620689655	5	27	2	1	0.9310344827586207	5	0	0	0	NaN	0	0	0	0	NaN	0
chrY:19379212-19379312	chrY	19379212	19379312	L1PA2_dup3350	.	0	0	0	NaN	0	0	0	0	NaN	0	7	73	11	0.0875	16	68	13	10	0.8395061728395061	16	0	0	0	NaN	0	0	0	0	NaN	0
chr10:1302017-1302117	chr10	1302017	1302117	L1PA2_dup3405	.	1	73	1	0.013513513513513514	19	71	3	1	0.9594594594594594	19	2	56	1	0.034482758620689655	15	53	5	1	0.9137931034482759	15	1	164	5	0.006060606060606061	46	158	6	6	0.9634146341463414	46
